id	rate
1001	2.1068109201010268
1003	2.1068109201010268
1005	2.1068109201010268
1007	2.1068109201010268
1009	2.1068109201010268
1011	2.1068109201010268
1013	2.1068109201010268
1015	2.1068109201010268
1017	2.1068109201010268
1019	2.1068109201010268
1021	2.1068109201010268
1023	2.1068109201010268
1025	2.1068109201010268
1027	2.1068109201010268
1029	2.1068109201010268
1031	2.1068109201010268
1033	2.1068109201010268
1035	2.1068109201010268
1037	2.1068109201010268
1039	2.1068109201010268
1041	2.1068109201010268
1043	2.1068109201010268
1045	2.1068109201010268
1047	2.1068109201010268
1049	2.1068109201010268
1051	2.1068109201010268
1053	2.1068109201010268
1055	2.1068109201010268
1057	2.1068109201010268
1059	2.1068109201010268
1061	2.1068109201010268
1063	2.1068109201010268
1065	2.1068109201010268
1067	2.1068109201010268
1069	2.1068109201010268
1071	2.1068109201010268
1073	2.1068109201010268
1075	2.1068109201010268
1077	2.1068109201010268
1079	2.1068109201010268
1081	2.1068109201010268
1083	2.1068109201010268
1085	2.1068109201010268
1087	2.1068109201010268
1089	2.1068109201010268
1091	2.1068109201010268
1093	2.1068109201010268
1095	2.1068109201010268
1097	2.1068109201010268
1099	2.1068109201010268
1101	2.1068109201010268
1103	2.1068109201010268
1105	2.1068109201010268
1107	2.1068109201010268
1109	2.1068109201010268
1111	2.1068109201010268
1113	2.1068109201010268
1115	2.1068109201010268
1117	2.1068109201010268
1119	2.1068109201010268
1121	2.1068109201010268
1123	2.1068109201010268
1125	2.1068109201010268
1127	2.1068109201010268
1129	2.1068109201010268
1131	2.1068109201010268
1133	2.1068109201010268
2013	15.276719827774343
2016	15.276719827774343
2020	15.276719827774343
2050	15.276719827774343
2060	15.276719827774343
2068	15.276719827774343
2070	15.276719827774343
2090	15.276719827774343
2100	15.276719827774343
2105	15.276719827774343
2110	15.276719827774343
2122	15.276719827774343
2130	15.276719827774343
2150	15.276719827774343
2164	15.276719827774343
2170	15.276719827774343
2180	15.276719827774343
2185	15.276719827774343
2188	15.276719827774343
2195	15.276719827774343
2198	15.276719827774343
2220	15.276719827774343
2230	15.276719827774343
2240	15.276719827774343
2261	15.276719827774343
2270	15.276719827774343
2275	15.276719827774343
2282	15.276719827774343
2290	15.276719827774343
4001	2.266890091187179
4003	2.266890091187179
4005	2.266890091187179
4007	2.266890091187179
4009	2.266890091187179
4011	2.266890091187179
4012	2.266890091187179
4013	2.266890091187179
4015	2.266890091187179
4017	2.266890091187179
4019	2.266890091187179
4021	2.266890091187179
4023	2.266890091187179
4025	2.266890091187179
4027	2.266890091187179
5001	7.575658849117156
5003	7.575658849117156
5005	7.575658849117156
5007	7.575658849117156
5009	7.575658849117156
5011	7.575658849117156
5013	7.575658849117156
5015	7.575658849117156
5017	7.575658849117156
5019	7.575658849117156
5021	7.575658849117156
5023	7.575658849117156
5025	7.575658849117156
5027	7.575658849117156
5029	7.575658849117156
5031	7.575658849117156
5033	7.575658849117156
5035	7.575658849117156
5037	7.575658849117156
5039	7.575658849117156
5041	7.575658849117156
5043	7.575658849117156
5045	7.575658849117156
5047	7.575658849117156
5049	7.575658849117156
5051	7.575658849117156
5053	7.575658849117156
5055	7.575658849117156
5057	7.575658849117156
5059	7.575658849117156
5061	7.575658849117156
5063	7.575658849117156
5065	7.575658849117156
5067	7.575658849117156
5069	7.575658849117156
5071	7.575658849117156
5073	7.575658849117156
5075	7.575658849117156
